Episode,TotalReward,SuccessCount,SuccessRate,CollisionCount,CollisionRate
257,78.44084167,1,0.1,2,0.2
258,94.82149506,1,0.1,0,0
259,98.26659393,1,0.1,0,0
260,96.87704468,1,0.1,0,0
261,-2827.679443,0,0,10,1
262,93.92906189,1,0.1,5,0.5
263,102.493042,1,0.1,0,0
264,100.9405594,1,0.1,2,0.2
265,94.71328735,1,0.1,2,0.2
266,-2361.721924,0,0,8,0.8
267,-15.26416016,1,0.1,7,0.7
268,-2670.252441,0,0,8,0.8
269,15.36019135,1,0.1,6,0.6
270,101.6558228,1,0.1,3,0.3
271,28.30508423,1,0.1,3,0.3
272,94.39878082,1,0.1,2,0.2
273,98.16712189,1,0.1,0,0
274,99.58950806,1,0.1,2,0.2
275,93.1392746,1,0.1,0,0
276,72.85233307,1,0.1,6,0.6
277,101.847847,1,0.1,0,0
278,92.0320816,1,0.1,2,0.2
279,69.4046936,1,0.1,2,0.2
280,79.94340515,1,0.1,2,0.2
281,106.6153488,1,0.1,0,0
282,100.5840988,1,0.1,0,0
283,40.12849426,1,0.1,6,0.6
284,62.6741333,1,0.1,4,0.4
285,92.72144318,1,0.1,2,0.2
286,96.36820984,1,0.1,0,0
287,102.3702469,1,0.1,0,0
288,-1.320075989,1,0.1,7,0.7
289,-1025.388184,0,0,7,0.7
290,99.71076965,1,0.1,0,0
291,101.7265396,1,0.1,0,0
292,80.80460358,1,0.1,4,0.4
293,68.618927,1,0.1,4,0.4
294,10.89035797,1,0.1,2,0.2
295,-3140.871094,0,0,9,0.9
296,101.5786209,1,0.1,0,0
297,47.99537659,1,0.1,5,0.5
298,75.99035645,1,0.1,2,0.2
299,102.5214767,1,0.1,0,0
300,100.8850098,1,0.1,0,0
301,101.3148956,1,0.1,0,0
302,95.94212341,1,0.1,2,0.2
303,97.98223114,1,0.1,0,0
304,186.6744843,2,0.2,4,0.4
305,74.24432373,1,0.1,2,0.2
306,83.29449463,1,0.1,2,0.2
307,102.8685074,1,0.1,0,0
308,1.491867065,1,0.1,6,0.6
309,98.32006073,1,0.1,2,0.2
310,78.97354889,1,0.1,4,0.4
311,96.20353699,1,0.1,2,0.2
312,79.90200806,1,0.1,2,0.2
313,28.49638367,1,0.1,4,0.4
314,106.6566162,1,0.1,0,0
315,40.76715851,1,0.1,7,0.7
316,191.048172,2,0.2,4,0.4
317,103.3569794,1,0.1,0,0
318,96.36261749,1,0.1,2,0.2
319,83.74491882,1,0.1,2,0.2
320,59.11093903,1,0.1,4,0.4
321,-2.86730957,1,0.1,7,0.7
322,41.57757187,1,0.1,4,0.4
323,73.64582062,1,0.1,3,0.3
324,95.72763824,1,0.1,2,0.2
325,115.830101,1,0.1,2,0.2
326,81.35800934,1,0.1,2,0.2
327,103.384552,1,0.1,0,0
328,39.15987778,1,0.1,6,0.6
329,92.72701263,1,0.1,2,0.2
330,86.41949463,1,0.1,4,0.4
331,73.64492798,1,0.1,4,0.4
332,98.0266037,1,0.1,0,0
333,90.00998688,1,0.1,0,0
334,-2588.628662,0,0,9,0.9
335,42.92943573,1,0.1,5,0.5
336,76.02062988,1,0.1,4,0.4
337,103.4785233,1,0.1,0,0
338,102.3286438,1,0.1,0,0
339,51.24167252,1,0.1,4,0.4
340,99.93910217,1,0.1,0,0
341,-2845.459961,0,0,8,0.8
342,79.38180542,1,0.1,2,0.2
343,110.6992569,1,0.1,0,0
344,85.95650482,1,0.1,5,0.5
345,97.84671021,1,0.1,0,0
346,83.23673248,1,0.1,2,0.2
347,15.07180786,1,0.1,6,0.6
348,96.20430756,1,0.1,2,0.2
349,99.28085327,1,0.1,0,0
350,57.16847992,1,0.1,4,0.4
351,97.54823303,1,0.1,0,0
352,102.3809891,1,0.1,0,0
353,-39.41240692,1,0.1,7,0.7
354,70.1954422,1,0.1,2,0.2
355,52.51583862,1,0.1,4,0.4
356,98.92307281,1,0.1,0,0
357,87.35516357,1,0.1,2,0.2
358,103.131813,1,0.1,0,0
359,103.7521362,1,0.1,0,0
360,102.348877,1,0.1,0,0
361,83.24973297,1,0.1,2,0.2
362,-42.5968399,1,0.1,5,0.5
363,63.41968918,1,0.1,2,0.2
364,98.13975525,1,0.1,2,0.2
365,103.2602005,1,0.1,0,0
366,85.84471893,1,0.1,2,0.2
367,94.46749115,1,0.1,2,0.2
368,94.87418365,1,0.1,2,0.2
369,94.48876953,1,0.1,3,0.3
370,93.56505585,1,0.1,2,0.2
371,98.35419464,1,0.1,2,0.2
372,99.66213989,1,0.1,0,0
373,14.72074127,1,0.1,4,0.4
374,80.3221817,1,0.1,4,0.4
375,95.94165802,1,0.1,2,0.2
376,28.24985123,1,0.1,4,0.4
377,33.44371033,1,0.1,6,0.6
378,95.06591034,1,0.1,2,0.2
379,-71.20249176,1,0.1,7,0.7
380,93.53889465,1,0.1,2,0.2
381,-2525.037598,0,0,8,0.8
382,32.57284546,1,0.1,3,0.3
383,89.43991089,1,0.1,2,0.2
384,101.2775803,1,0.1,0,0
385,101.017952,1,0.1,2,0.2
386,103.5768738,1,0.1,2,0.2
387,88.47628021,1,0.1,4,0.4
388,107.0417557,1,0.1,0,0
389,96.4182663,1,0.1,0,0
390,99.86131287,1,0.1,2,0.2
391,98.38853455,1,0.1,0,0
392,81.27242279,1,0.1,2,0.2
393,116.038887,1,0.1,0,0
394,99.81259155,1,0.1,0,0
395,51.58684158,1,0.1,2,0.2
396,93.59243011,1,0.1,2,0.2
397,35.21056366,1,0.1,6,0.6
398,-72.57302094,1,0.1,6,0.6
399,71.64933777,1,0.1,5,0.5
400,99.0370636,1,0.1,0,0
401,71.27470398,1,0.1,4,0.4
402,93.45279694,1,0.1,2,0.2
403,105.4556656,1,0.1,2,0.2
404,103.2922058,1,0.1,0,0
405,64.23881531,1,0.1,4,0.4
406,-2935.635986,0,0,9,0.9
407,98.11608887,1,0.1,0,0
408,44.51302719,1,0.1,6,0.6
409,-1562.935913,0,0,6,0.6
410,99.38389587,1,0.1,0,0
411,112.1276398,1,0.1,0,0
412,88.7751236,1,0.1,2,0.2
413,87.45716095,1,0.1,2,0.2
414,-3501.946777,0,0,9,0.9
415,100.5867462,1,0.1,0,0
416,103.2044449,1,0.1,0,0
417,75.29198456,1,0.1,4,0.4
418,98.54045105,1,0.1,0,0
419,93.36712646,1,0.1,4,0.4
420,88.54231262,1,0.1,2,0.2
421,65.76507568,1,0.1,4,0.4
422,-2493.925537,0,0,9,0.9
423,-18.73857117,1,0.1,4,0.4
424,97.45622253,1,0.1,2,0.2
425,106.9491959,1,0.1,3,0.3
426,111.920105,1,0.1,0,0
427,110.3003845,1,0.1,0,0
428,89.67508698,1,0.1,3,0.3
429,93.68423462,1,0.1,2,0.2
430,73.93961334,1,0.1,2,0.2
431,66.65638733,1,0.1,4,0.4
432,101.351265,1,0.1,0,0
433,35.35599518,1,0.1,4,0.4
434,89.26180267,1,0.1,4,0.4
435,73.03897095,1,0.1,4,0.4
436,62.27883911,1,0.1,4,0.4
437,74.1184845,1,0.1,5,0.5
438,-1761.502808,0,0,7,0.7
439,92.64086151,1,0.1,4,0.4
440,39.80148315,1,0.1,6,0.6
441,-2551.391846,0,0,7,0.7
442,5.4269104,1,0.1,2,0.2
443,75.66403198,1,0.1,0,0
444,53.36375427,1,0.1,4,0.4
445,95.96374512,1,0.1,2,0.2
446,46.98171997,1,0.1,4,0.4
447,92.76068115,1,0.1,2,0.2
448,-2092.038086,0,0,7,0.7
449,84.52134705,1,0.1,4,0.4
450,52.49227905,1,0.1,4,0.4
451,101.9666824,1,0.1,0,0
452,89.24799347,1,0.1,2,0.2
453,90.39439392,1,0.1,2,0.2
454,82.92656708,1,0.1,5,0.5
455,-1913.979492,0,0,7,0.7
456,68.74688721,1,0.1,4,0.4
457,58.01739883,1,0.1,4,0.4
458,96.6276474,1,0.1,0,0
459,60.34030533,1,0.1,2,0.2
460,98.97393036,1,0.1,0,0
461,74.80422974,1,0.1,4,0.4
462,95.51839447,1,0.1,0,0
463,90.46768188,1,0.1,2,0.2
464,75.76063538,1,0.1,2,0.2
465,101.2761765,1,0.1,2,0.2
466,84.62974548,1,0.1,3,0.3
467,99.6109314,1,0.1,0,0
468,97.2776947,1,0.1,0,0
469,-2033.259766,0,0,8,0.8
470,111.6807556,1,0.1,0,0
471,99.67700958,1,0.1,0,0
472,67.1488266,1,0.1,3,0.3
473,93.21153259,1,0.1,3,0.3
474,96.84647369,1,0.1,0,0
475,99.55001068,1,0.1,0,0
476,97.96488953,1,0.1,0,0
477,36.6289444,1,0.1,7,0.7
478,95.05602264,1,0.1,2,0.2
479,76.47024536,1,0.1,2,0.2
480,79.05369568,1,0.1,3,0.3
481,98.11956024,1,0.1,2,0.2
482,101.8238525,1,0.1,0,0
483,87.72411346,1,0.1,2,0.2
484,-2460.666992,0,0,6,0.6
485,96.20095062,1,0.1,0,0
486,101.8996353,1,0.1,0,0
487,100.7240906,1,0.1,0,0
488,94.55413818,1,0.1,2,0.2
489,98.14801788,1,0.1,0,0
490,95.2759552,1,0.1,2,0.2
491,101.1740341,1,0.1,0,0
492,99.70603943,1,0.1,0,0
493,98.91262817,1,0.1,2,0.2
494,106.2374725,1,0.1,0,0
495,97.32613373,1,0.1,0,0
496,13.50725555,1,0.1,3,0.3
497,72.77832031,1,0.1,2,0.2
498,105.0797577,1,0.1,0,0
499,50.97746658,1,0.1,4,0.4
